,SUBCAT,DESCRICAO
5400,N839,"Transtornos não-inflamatórios do ovário, da trompa de Falópio e do ligamento largo, não especificados"
5401,N840,Pólipo do corpo do útero
5402,N841,Pólipo do colo do útero
5403,N842,Pólipo da vagina
5404,N843,Pólipo da vulva
5405,N848,Pólipo de outras partes do trato genital feminino
5406,N849,Pólipo do trato genital feminino não especificado
5407,N850,Hiperplasia glandular endometrial
5408,N851,Hiperplasia adenomatosa endometrial
5409,N852,Hipertrofia do útero
5410,N853,Subinvolução do útero
5411,N854,Posição anormal do útero
5412,N855,Inversão do útero
5413,N856,Sinéquias intra-uterinas
5414,N857,Hematometra
5415,N858,Outros transtornos não-inflamatórios especificados do útero
5416,N859,"Transtornos não-inflamatórios do útero, não especificados"
5417,N86,Erosão e ectrópio do colo do útero
5418,N870,Displasia cervical leve
5419,N871,Displasia cervical moderada
5420,N872,"Displasia cervical grave, não classificada em outra parte"
5421,N879,"Displasia do colo do útero, não especificada"
5422,N880,Leucoplasia do colo do útero
5423,N881,Laceração antiga do colo do útero
5424,N882,Estreitamento e estenose do colo do útero
5425,N883,Incompetência do colo do útero
5426,N884,Alongamento hipertrófico do colo do útero
5427,N888,Outros transtornos não-inflamatórios especificados do colo do útero
5428,N889,Transtorno não-inflamatório e não especificado do colo do útero
5429,N890,Displasia vaginal leve
5430,N891,Displasia vaginal moderada
5431,N892,"Displasia vaginal grave, não classificada em outra parte"
5432,N893,"Displasia da vagina, não especificada"
5433,N894,Leucoplasia da vagina
5434,N895,Estreitamento e atresia da vagina
5435,N896,Anel himenal apertado
5436,N897,Hematocolpos
5437,N898,Outros transtornos não-inflamatórios especificados da vagina
5438,N899,"Transtorno não-inflamatório da vagina, não especificado"
5439,N900,Displasia vulvar leve
5440,N901,Displasia vulvar moderada
5441,N902,"Displasia vulvar grave, não classificada em outra parte"
5442,N903,"Displasia de vulva, não especificada"
5443,N904,Leucoplasia de vulva
5444,N905,Atrofia da vulva
5445,N906,Hipertrofia da vulva
5446,N907,Cisto vulvar
5447,N908,Outros transtornos não-inflamatórios especificados da vulva e do períneo
5448,N909,Transtorno não-inflamatório e não especificado da vulva e do períneo
5449,N910,Amenorréia primária
5450,N911,Amenorréia secundária
5451,N912,"Amenorréia, não especificada"
5452,N913,Oligomenorréia primária
5453,N914,Oligomenorréia secundária
5454,N915,"Oligomenorréia, não especificada"
5455,N920,Menstruação excessiva e freqüente com ciclo regular
5456,N921,Menstruação excessiva e freqüente com ciclo irregular
5457,N922,Menstruação excessiva na puberdade
5458,N923,Sangramento da ovulação
5459,N924,Sangramento abundante na pré-menopausa
5460,N925,Outros tipos especificados de irregularidade da menstruação
5461,N926,"Menstruação irregular, não especificada"
5462,N930,Sangramentos pós-coito ou de contato
5463,N938,Outros sangramentos anormais especificados do útero e da vagina
5464,N939,"Sangramento anormal do útero ou da vagina, não especificado"
5465,N940,Ovulação dolorosa [Mittelschmerz]
5466,N941,Dispareunia
5467,N942,Vaginismo
5468,N943,Síndrome de tensão pré-menstrual
5469,N944,Dismenorréia primária
5470,N945,Dismenorréia secundária
5471,N946,Dismenorréia não especificada
5472,N948,Outras afecções especificadas associadas com os órgãos genitais femininos e com o ciclo menstrual
5473,N949,Afecções não especificadas associadas com os órgãos genitais femininos e com o ciclo menstrual
5474,N950,Sangramento pós-menopausa
5475,N951,Estado da menopausa e do climatério feminino
5476,N952,Vaginite atrófica pós-menopausa
5477,N953,Condições associadas com a menopausa artificial
5478,N958,Outros transtornos especificados da menopausa e da perimenopausa
5479,N959,Transtorno não especificado da menopausa e da perimenopausa
5480,N96,Abortamento habitual
5481,N970,Infertilidade feminina associada à anovulação
5482,N971,Infertilidade feminina de origem tubária
5483,N972,Infertilidade feminina de origem uterina
5484,N973,Infertilidade feminina de origem cervical
5485,N974,Infertilidade feminina associada à fatores do parceiro
5486,N978,Infertilidade feminina de outra origem
5487,N979,Infertilidade feminina não especificada
5488,N980,Infecção associada à inseminação artificial
5489,N981,Hiperestimulação dos ovários
5490,N982,Complicações relacionadas com a tentativa de introdução do óvulo fecundado artificialmente (in vitro)
5491,N983,Complicações relacionadas com a tentativa de transferência do embrião
5492,N988,Outras complicações associadas à fecundação artificial
5493,N989,Complicações não especificadas associadas à fecundação artificial
5494,N990,Insuficiência renal pós-procedimentos
5495,N991,Estreitamento de uretra pós-procedimentos
5496,N992,Aderências pós-operatórias da vagina
5497,N993,Prolapso de cúpula de vagina pós-histerectomia
5498,N994,Aderências do peritônio pélvico pós-procedimentos
5499,N995,Mau funcionamento de abertura externa (estoma) do trato urinário
5500,N998,Outros transtornos pós-procedimentos do aparelho geniturinário
5501,N999,Transtorno pós-procedimento não especificado do aparelho geniturinário
5502,O000,Gravidez abdominal
5503,O001,Gravidez tubária
5504,O002,Gravidez ovariana
5505,O008,Outras formas de gravidez ectópica
5506,O009,"Gravidez ectópica, não especificada"
5507,O010,Mola hidatiforme clássica
5508,O011,Mola hidatiforme incompleta ou parcial
5509,O019,Mola hidatiforme não especificada
5510,O020,Ovo claro e mola não-hidatiforme
5511,O021,Aborto retido
5512,O028,Outros produtos anormais da concepção especificados
5513,O029,"Produto anormal da concepção, não especificado"
5514,O030,"Aborto espontâneo - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos"
5515,O031,"Aborto espontâneo - incompleto, complicado por hemorragia excessiva ou tardia"
5516,O032,"Aborto espontâneo - incompleto, complicado por embolia"
5517,O033,"Aborto espontâneo - incompleto, com outras complicações ou com complicações não especificadas"
5518,O034,"Aborto espontâneo - incompleto, sem complicações"
5519,O035,"Aborto espontâneo - completo ou não especificado, complicado por infecções do trato genital ou dos órgãos pélvicos"
5520,O036,"Aborto espontâneo - completo ou não especificado, complicado por hemorragia excessiva ou tardia"
5521,O037,"Aborto espontâneo - completo ou não especificado, complicado por embolia"
5522,O038,"Aborto espontâneo - completo ou não especificado, com outras complicações ou com complicações não especificadas"
5523,O039,"Aborto espontâneo - completo ou não especificado, sem complicações"
5524,O040,"Aborto por razões médicas e legais - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos"
5525,O041,"Aborto por razões médicas e legais - incompleto, complicado por hemorragia excessiva ou tardia"
5526,O042,"Aborto por razões médicas e legais - incompleto, complicado por embolia"
5527,O043,"Aborto por razões médicas e legais - incompleto, com outras complicações ou com complicações não especificadas"
5528,O044,"Aborto por razões médicas e legais - incompleto, sem complicações"
5529,O045,"Aborto por razões médicas e legais - completo ou não especificado, complicado por infecções do trato genital ou dos órgãos pélvicos"
5530,O046,"Aborto por razões médicas e legais - completo ou não especificado, complicado por hemorragia excessiva ou tardia"
5531,O047,"Aborto por razões médicas e legais - completo ou não especificado, complicado por embolia"
5532,O048,"Aborto por razões médicas e legais - completo ou não especificado, com outras complicações ou com complicações não especificadas"
5533,O049,"Aborto por razões médicas e legais - completo ou não especificado, sem complicações"
5534,O050,"Outros tipos de aborto - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos"
5535,O051,"Outros tipos de aborto - incompleto, complicado por hemorragia excessiva ou tardia"
5536,O052,"Outros tipos de aborto - incompleto, complicado por embolia"
5537,O053,"Outros tipos de aborto - incompleto, com outras complicações ou com complicações não especificadas"
5538,O054,"Outros tipos de aborto - incompleto, sem complicações"
5539,O055,"Outros tipos de aborto - completo ou não especificado, complicado por infecções do trato genital ou dos órgãos pélvicos"
5540,O056,"Outros tipos de aborto - completo ou não especificado, complicado por hemorragia excessiva ou tardia"
5541,O057,"Outros tipos de aborto - completo ou não especificado, complicado por embolia"
5542,O058,"Outros tipos de aborto - completo ou não especificado, com outras complicações ou com complicações não especificadas"
5543,O059,"Outros tipos de aborto - completo ou não especificado, sem complicações"
5544,O060,"Aborto não especificado - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos"
5545,O061,"Aborto não especificado - incompleto, complicado por hemorragia excessiva ou tardia"
5546,O062,"Aborto não especificado - incompleto, complicado por embolia"
5547,O063,"Aborto não especificado - incompleto, com outras complicações ou com complicações não especificadas"
5548,O064,"Aborto não especificado - incompleto, sem complicações"
5549,O065,"Aborto não especificado - completo ou não especificado, complicado por infecções do trato genital ou dos órgãos pélvicos"
5550,O066,"Aborto não especificado - completo ou não especificado, complicado por hemorragia excessiva ou tardia"
5551,O067,"Aborto não especificado - completo ou não especificado, complicado por embolia"
5552,O068,"Aborto não especificado - completo ou não especificado, com outras complicações ou com complicações não especificadas"
5553,O069,"Aborto não especificado - completo ou não especificado, sem complicações"
5554,O070,"Falha de aborto provocado por razões médicas, complicado por infecção do trato genital ou dos órgãos pélvicos"
5555,O071,"Falha de aborto provocado por razões médicas, complicado por hemorragia tardia ou excessiva"
5556,O072,"Falha de aborto provocado por razões médicas, complicado por embolia"
5557,O073,"Falha de aborto provocado por razões médicas, com outras complicações ou com complicações não especificadas"
5558,O074,"Falha de aborto provocado por razões médicas, sem complicações"
5559,O075,"Outras formas, e as não especificadas, de falha na provocação de aborto, complicadas por infecção do trato genital e por infecção dos órgãos pélvicos"
5560,O076,"Outras formas, e as não especificadas, de falha na provocação de aborto, complicadas por hemorragia tardia ou excessiva"
5561,O077,"Outras formas, e as não especificadas, de falha na provocação de aborto, complicadas por embolia"
5562,O078,"Outras formas, e as não especificadas, de falha na provocação de aborto, com outras complicações ou com complicações não especificadas"
5563,O079,"Outras formas, e as não especificadas, de falha na provocação de aborto, sem complicação"
5564,O080,Infecção do trato genital e dos órgãos pélvicos conseqüente a aborto e gravidez ectópica e molar
5565,O081,Hemorragia tardia ou excessiva conseqüente a aborto e a gravidez ectópica e molar
5566,O082,Embolia conseqüente a aborto e a gravidez ectópica e molar
5567,O083,Choque conseqüente a aborto e a gravidez ectópica e molar
5568,O084,Insuficiência renal conseqüente a aborto e a gravidez ectópica e molar
5569,O085,Distúrbios metabólicos conseqüentes a aborto e a gravidez ectópica e molar
5570,O086,Lesão a órgãos e a tecidos pélvicos conseqüentes a aborto e a gravidez ectópica e molar
5571,O087,Outras complicações venosas conseqüentes a aborto e a gravidez ectópica e molar
5572,O088,Outras complicações conseqüentes a aborto e a gravidez ectópica e molar
5573,O089,"Complicações conseqüentes a aborto e gravidez ectópica e molar, não especificadas"
5574,O100,"Hipertensão essencial pré-existente complicando a gravidez, o parto e o puerpério"
5575,O101,"Doença cardíaca hipertensiva pré-existente complicando a gravidez, o parto e o puerpério"
5576,O102,"Doença renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério"
5577,O103,"Doença cardíaca e renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério"
5578,O104,"Hipertensão secundária pré-existente complicando a gravidez, o parto e o puerpério"
5579,O109,"Hipertensão pré-existente não especificada, complicando a gravidez, o parto e o puerpério"
5580,O11,Distúrbio hipertensivo pré-existente com proteinúria superposta
5581,O120,Edema gestacional
5582,O121,Proteinúria gestacional
5583,O122,Edema gestacional com proteinúria
5584,O13,Hipertensão gestacional [induzida pela gravidez] sem proteinúria significativa
5585,O140,Pré-eclâmpsia moderada
5586,O141,Pré-eclâmpsia grave
5587,O149,Pré-eclâmpsia não especificada
5588,O150,Eclâmpsia na gravidez
5589,O151,Eclâmpsia no trabalho de parto
5590,O152,Eclâmpsia no puerpério
5591,O159,Eclâmpsia não especificada quanto ao período
5592,O16,Hipertensão materna não especificada
5593,O200,Ameaça de aborto
5594,O208,Outras hemorragias do início da gravidez
5595,O209,"Hemorragia do início da gravidez, não especificada"
5596,O210,Hiperêmese gravídica leve
5597,O211,Hiperêmese gravídica com distúrbio metabólico
5598,O212,Vômitos tardios da gravidez
5599,O218,Outras formas de vômitos complicando a gravidez
